"51121","E","HOL","8.00",""
"51122","E","OT","27.48",""
"51122","E","REG","81.48",""
"51122","E","HOL","8.00",""
"51122","E","RDBNS","",48.60
"51122","E","REG","18.00",""
"51123","E","OT","1.64",""
"51123","E","REG","73.64",""
"51123","E","HOL","8.00",""
"51124","E","OT","3.64",""
"51124","E","REG","75.64",""
"51124","E","HOL","8.00",""
"51126","E","REG","64.12",""
"51126","E","HOL","8.00",""
"51127","E","OT","1.19",""
"51127","E","REG","33.19",""
"51127","E","HOL","8.00",""
"51127","E","RDBNS","",94.40
"51127","E","REG","29.50",""
"51129","E","OT","16.96",""
"51129","E","REG","88.96",""
"51129","E","HOL","8.00",""
"51130","E","OT","0.54",""
"51130","E","REG","70.83",""
"51130","E","HOL","8.00",""
"51131","E","OT","0.04",""
"51131","E","REG","72.04",""
"51131","E","HOL","8.00",""
"51132","E","OT","0.11",""
"51132","E","REG","61.29",""
"51132","E","HOL","8.00",""
"51134","E","OT","13.77",""
"51134","E","REG","85.77",""
"51134","E","HOL","8.00",""
"51136","E","OT","0.13",""
"51136","E","REG","64.43",""
"51136","E","HOL","8.00",""
"51137","E","OT","12.08",""
"51137","E","REG","84.08",""
"51137","E","HOL","8.00",""
"51138","E","OT","3.19",""
"51138","E","REG","75.19",""
"51138","E","HOL","8.00",""
"51139","E","REG","71.59",""
"51139","E","HOL","8.00",""
"51142","E","OT","19.27",""
"51142","E","REG","91.27",""
"51142","E","HOL","8.00",""
"51145","E","REG","24.19",""
"51145","E","HOL","8.00",""
"51145","E","RDBNS","",91.45
"51145","E","REG","29.50",""
"51146","E","OT","1.17",""
"51146","E","REG","73.17",""
"51146","E","HOL","8.00",""
"51148","E","OT","0.15",""
"51148","E","REG","32.15",""
"51148","E","HOL","8.00",""
"51148","E","RDBNS","",100.30
"51148","E","REG","29.50",""
"51151","E","OT","24.05",""
"51151","E","REG","33.25",""
"51151","E","REG","70.80",""
"51151","E","HOL","8.00",""
"51153","E","OT","0.56",""
"51153","E","REG","72.21",""
"51153","E","HOL","8.00",""
"51154","E","OT","12.83",""
"51154","E","REG","84.83",""
"51154","E","HOL","8.00",""
"51155","E","OT","9.00",""
"51155","E","REG","75.00",""
"51155","E","HOL","8.00",""
"51156","E","OT","15.02",""
"51156","E","REG","87.02",""
"51156","E","HOL","8.00",""
"51157","E","REG","66.44",""
"51157","E","HOL","8.00",""
"51159","E","OT","19.58",""
"51159","E","REG","91.58",""
"51159","E","HOL","8.00",""
"51160","E","OT","11.25",""
"51160","E","REG","83.25",""
"51160","E","HOL","8.00",""
"51162","E","OT","9.00",""
"51162","E","REG","81.00",""
"51162","E","HOL","8.00",""
"51164","E","OT","0.83",""
"51164","E","REG","72.83",""
"51164","E","HOL","8.00",""
"51165","E","OT","8.00",""
"51165","E","REG","73.74",""
